#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
chr6	119377640	119377867	chr6:119377640-119377867	.	.	119377640	119377867	0	1	227	119377639	1
chr10	53260281	53260376	chr10:53260281-53260376	.	.	53260281	53260376	0	1	95	53260276	1
chr1	125214069	125214313	chr1:125214069-125214313	.	.	125214069	125214313	0	1	244	125214068	1
chr11	49772421	49772576	chr11:49772421-49772576	.	.	49772421	49772576	0	1	155	49772417	1
chr10	99986719	99987025	chr10:99986719-99987025	.	.	99986719	99987025	0	1	306	99986710	1
chr7	74424630	74424965	chr7:74424630-74424965	.	.	74424630	74424965	0	1	335	74424623	1
chr4	46791643	46792013	chr4:46791643-46792013	.	.	46791643	46792013	0	1	370	46791639	1
chr2	18962615	18962823	chr2:18962615-18962823	.	.	18962615	18962823	0	1	208	18962614	1
chr16	95640741	95640949	chr16:95640741-95640949	.	.	95640741	95640949	0	1	208	95640732	1
chr10	89868843	89869211	chr10:89868843-89869211	.	.	89868843	89869211	0	1	368	89868835	1
chr5	147418465	147418776	chr5:147418465-147418776	.	.	147418465	147418776	0	1	311	147418464	1
chr10	38805045	38805349	chr10:38805045-38805349	.	.	38805045	38805349	0	1	304	38805042	1
chr4	55472677	55472979	chr4:55472677-55472979	.	.	55472677	55472979	0	1	302	55472672	1
chr6	148257872	148258200	chr6:148257872-148258200	.	.	148257872	148258200	0	1	328	148257871	1
chr5	52249969	52250224	chr5:52249969-52250224	.	.	52249969	52250224	0	1	255	52249964	1
chr10	39601080	39601423	chr10:39601080-39601423	.	.	39601080	39601423	0	1	343	39601077	1
chr16	45623293	45623635	chr16:45623293-45623635	.	.	45623293	45623635	0	1	342	45623289	1
chr6	148283276	148283462	chr6:148283276-148283462	.	.	148283276	148283462	0	1	186	148283275	1
chr1	126846233	126846611	chr1:126846233-126846611	.	.	126846233	126846611	0	1	378	126846232	1
chr12	105445744	105446088	chr12:105445744-105446088	.	.	105445744	105446088	0	1	344	105445743	1
chr17	29916718	29917052	chr17:29916718-29917052	.	.	29916718	29917052	0	1	334	29916716	1
chr18	73935371	73935713	chr18:73935371-73935713	.	.	73935371	73935713	0	1	342	73935364	1
chr18	24736451	24736772	chr18:24736451-24736772	.	.	24736451	24736772	0	1	321	24736449	1
chr13	97064340	97064585	chr13:97064340-97064585	.	.	97064340	97064585	0	1	245	97064331	1
chr16	97270488	97270754	chr16:97270488-97270754	.	.	97270488	97270754	0	1	266	97270479	1
chr1	64328930	64329257	chr1:64328930-64329257	.	.	64328930	64329257	0	1	327	64328924	1
chr3	151192106	151192493	chr3:151192106-151192493	.	.	151192106	151192493	0	1	387	151192105	1
chr6	137156495	137156818	chr6:137156495-137156818	.	.	137156495	137156818	0	1	323	137156494	1
chr8	70558325	70558621	chr8:70558325-70558621	.	.	70558325	70558621	0	1	296	70558318	1
chr4	106290085	106290429	chr4:106290085-106290429	.	.	106290085	106290429	0	1	344	106290084	1
chr14	95926782	95927081	chr14:95926782-95927081	.	.	95926782	95927081	0	1	299	95926773	1
chr16	55717626	55717961	chr16:55717626-55717961	.	.	55717626	55717961	0	1	335	55717621	1
chr4	35188036	35188144	chr4:35188036-35188144	.	.	35188036	35188144	0	1	108	35188033	1
chr7	36220869	36221187	chr7:36220869-36221187	.	.	36220869	36221187	0	1	318	36220866	1
chr10	56852478	56852806	chr10:56852478-56852806	.	.	56852478	56852806	0	1	328	56852473	1
chr10	19614363	19614609	chr10:19614363-19614609	.	.	19614363	19614609	0	1	246	19614362	1
chr5	43184953	43185197	chr5:43184953-43185197	.	.	43184953	43185197	0	1	244	43184949	1
chr5	77148052	77148417	chr5:77148052-77148417	.	.	77148052	77148417	0	1	365	77148045	1
chr3	10260919	10261178	chr3:10260919-10261178	.	.	10260919	10261178	0	1	259	10260918	1
chr14	118724354	118724688	chr14:118724354-118724688	.	.	118724354	118724688	0	1	334	118724353	1
chr5	123851491	123851801	chr5:123851491-123851801	.	.	123851491	123851801	0	1	310	123851490	1
chr18	66223076	66223361	chr18:66223076-66223361	.	.	66223076	66223361	0	1	285	66223070	1
chr1	165170206	165170548	chr1:165170206-165170548	.	.	165170206	165170548	0	1	342	165170205	1
chr10	120298478	120298793	chr10:120298478-120298793	.	.	120298478	120298793	0	1	315	120298477	1
chr14	10509268	10509593	chr14:10509268-10509593	.	.	10509268	10509593	0	1	325	10509267	1
chr5	130247821	130248164	chr5:130247821-130248164	.	.	130247821	130248164	0	1	343	130247820	1
chr14	17911174	17911532	chr14:17911174-17911532	.	.	17911174	17911532	0	1	358	17911173	1
chr5	45303805	45304030	chr5:45303805-45304030	.	.	45303805	45304030	0	1	225	45303801	1
chr14	27971849	27972173	chr14:27971849-27972173	.	.	27971849	27972173	0	1	324	27971847	1
chr11	34116846	34117078	chr11:34116846-34117078	.	.	34116846	34117078	0	1	232	34116843	1
chr7	109276574	109276826	chr7:109276574-109276826	.	.	109276574	109276826	0	1	252	109276573	1
chr9	94021554	94021896	chr9:94021554-94021896	.	.	94021554	94021896	0	1	342	94021545	1
chr8	121761441	121761665	chr8:121761441-121761665	.	.	121761441	121761665	0	1	224	121761440	1
chr1	165020927	165021229	chr1:165020927-165021229	.	.	165020927	165021229	0	1	302	165020926	1
chr11	119799666	119799906	chr11:119799666-119799906	.	.	119799666	119799906	0	1	240	119799665	1
chr5	132166621	132166927	chr5:132166621-132166927	.	.	132166621	132166927	0	1	306	132166620	1
chr6	82875377	82875669	chr6:82875377-82875669	.	.	82875377	82875669	0	1	292	82875369	1
chr8	114124080	114124415	chr8:114124080-114124415	.	.	114124080	114124415	0	1	335	114124079	1
chrX	11725091	11725304	chrX:11725091-11725304	.	.	11725091	11725304	0	1	213	11725090	1
chr14	36316427	36316767	chr14:36316427-36316767	.	.	36316427	36316767	0	1	340	36316424	1
chr15	39797582	39797652	chr15:39797582-39797652	.	.	39797582	39797652	0	1	70	39797579	1
chr10	6547510	6547856	chr10:6547510-6547856	.	.	6547510	6547856	0	1	346	6547504	1
chr10	68759292	68759583	chr10:68759292-68759583	.	.	68759292	68759583	0	1	291	68759286	1
chr13	38989033	38989122	chr13:38989033-38989122	.	.	38989033	38989122	0	1	89	38989030	1
chr18	34678333	34678661	chr18:34678333-34678661	.	.	34678333	34678661	0	1	328	34678330	1
chr1	131412095	131412417	chr1:131412095-131412417	.	.	131412095	131412417	0	1	322	131412094	1
chr1	53993907	53994242	chr1:53993907-53994242	.	.	53993907	53994242	0	1	335	53993902	1
chr17	8606779	8607107	chr17:8606779-8607107	.	.	8606779	8607107	0	1	328	8606771	1
chr16	49071259	49071666	chr16:49071259-49071666	.	.	49071259	49071666	0	1	407	49071255	1
chr6	117372733	117373114	chr6:117372733-117373114	.	.	117372733	117373114	0	1	381	117372732	1
chr6	50247547	50247740	chr6:50247547-50247740	.	.	50247547	50247740	0	1	193	50247542	1
chr10	121218687	121218994	chr10:121218687-121218994	.	.	121218687	121218994	0	1	307	121218686	1
chr11	70079945	70080163	chr11:70079945-70080163	.	.	70079945	70080163	0	1	218	70079938	1
chr17	11970134	11970473	chr17:11970134-11970473	.	.	11970134	11970473	0	1	339	11970133	1
chr7	24862866	24863191	chr7:24862866-24863191	.	.	24862866	24863191	0	1	325	24862864	1
chr13	41783927	41784128	chr13:41783927-41784128	.	.	41783927	41784128	0	1	201	41783923	1
chr6	94021581	94021914	chr6:94021581-94021914	.	.	94021581	94021914	0	1	333	94021572	1
chr2	169089118	169089410	chr2:169089118-169089410	.	.	169089118	169089410	0	1	292	169089117	1
chr2	4295659	4295941	chr2:4295659-4295941	.	.	4295659	4295941	0	1	282	4295655	1
chr3	109822864	109823209	chr3:109822864-109823209	.	.	109822864	109823209	0	1	345	109822863	1
chr3	66130057	66130199	chr3:66130057-66130199	.	.	66130057	66130199	0	1	142	66130051	1
chr9	29782755	29783118	chr9:29782755-29783118	.	.	29782755	29783118	0	1	363	29782753	1
chr16	50327368	50327655	chr16:50327368-50327655	.	.	50327368	50327655	0	1	287	50327363	1
chr7	126053409	126053731	chr7:126053409-126053731	.	.	126053409	126053731	0	1	322	126053408	1
chr14	55338139	55338391	chr14:55338139-55338391	.	.	55338139	55338391	0	1	252	55338134	1
chr17	12512273	12512478	chr17:12512273-12512478	.	.	12512273	12512478	0	1	205	12512272	1
chr10	67880817	67881122	chr10:67880817-67881122	.	.	67880817	67881122	0	1	305	67880811	1
chr4	74191721	74191809	chr4:74191721-74191809	.	.	74191721	74191809	0	1	88	74191714	1
chr3	125293725	125293953	chr3:125293725-125293953	.	.	125293725	125293953	0	1	228	125293724	1
chr13	43514949	43515116	chr13:43514949-43515116	.	.	43514949	43515116	0	1	167	43514945	1
chr6	135756147	135756473	chr6:135756147-135756473	.	.	135756147	135756473	0	1	326	135756146	1
chr3	69202948	69203296	chr3:69202948-69203296	.	.	69202948	69203296	0	1	348	69202942	1
chr10	19765462	19765772	chr10:19765462-19765772	.	.	19765462	19765772	0	1	310	19765461	1
chr2	135500947	135501271	chr2:135500947-135501271	.	.	135500947	135501271	0	1	324	135500946	1
chr12	96134198	96134540	chr12:96134198-96134540	.	.	96134198	96134540	0	1	342	96134189	1
chr9	95802083	95802282	chr9:95802083-95802282	.	.	95802083	95802282	0	1	199	95802074	1
chr3	52187342	52187622	chr3:52187342-52187622	.	.	52187342	52187622	0	1	280	52187337	1
chr1	184277146	184277463	chr1:184277146-184277463	.	.	184277146	184277463	0	1	317	184277145	1
chr5	38255791	38256144	chr5:38255791-38256144	.	.	38255791	38256144	0	1	353	38255788	1
chr14	119361567	119361626	chr14:119361567-119361626	.	.	119361567	119361626	0	1	59	119361566	1
chr15	34079637	34079948	chr15:34079637-34079948	.	.	34079637	34079948	0	1	311	34079634	1
chr6	142852401	142852756	chr6:142852401-142852756	.	.	142852401	142852756	0	1	355	142852400	1
chr7	121516680	121516986	chr7:121516680-121516986	.	.	121516680	121516986	0	1	306	121516679	1
chr14	69957059	69957365	chr14:69957059-69957365	.	.	69957059	69957365	0	1	306	69957053	1
chr5	116072720	116073046	chr5:116072720-116073046	.	.	116072720	116073046	0	1	326	116072719	1
chr7	89640865	89641212	chr7:89640865-89641212	.	.	89640865	89641212	0	1	347	89640857	1
chr6	52424503	52424836	chr6:52424503-52424836	.	.	52424503	52424836	0	1	333	52424498	1
chr14	18940300	18940598	chr14:18940300-18940598	.	.	18940300	18940598	0	1	298	18940299	1
chr6	88861150	88861506	chr6:88861150-88861506	.	.	88861150	88861506	0	1	356	88861142	1
chr5	43037573	43037934	chr5:43037573-43037934	.	.	43037573	43037934	0	1	361	43037569	1
chr6	128232014	128232282	chr6:128232014-128232282	.	.	128232014	128232282	0	1	268	128232013	1
chr10	68312752	68313125	chr10:68312752-68313125	.	.	68312752	68313125	0	1	373	68312746	1
chr7	64331362	64331677	chr7:64331362-64331677	.	.	64331362	64331677	0	1	315	64331356	1
chr1	168478762	168479131	chr1:168478762-168479131	.	.	168478762	168479131	0	1	369	168478761	1
chr18	12392019	12392324	chr18:12392019-12392324	.	.	12392019	12392324	0	1	305	12392018	1
chr11	89095332	89095445	chr11:89095332-89095445	.	.	89095332	89095445	0	1	113	89095324	1
chr7	39664310	39664654	chr7:39664310-39664654	.	.	39664310	39664654	0	1	344	39664307	1
chr15	83073451	83073692	chr15:83073451-83073692	.	.	83073451	83073692	0	1	241	83073443	1
chr2	168359181	168359482	chr2:168359181-168359482	.	.	168359181	168359482	0	1	301	168359180	1
chr18	22614447	22614661	chr18:22614447-22614661	.	.	22614447	22614661	0	1	214	22614445	1
chr6	138469219	138469560	chr6:138469219-138469560	.	.	138469219	138469560	0	1	341	138469218	1
chr13	46651994	46652183	chr13:46651994-46652183	.	.	46651994	46652183	0	1	189	46651990	1
chr16	90289944	90290223	chr16:90289944-90290223	.	.	90289944	90290223	0	1	279	90289935	1
chr2	43484761	43485103	chr2:43484761-43485103	.	.	43484761	43485103	0	1	342	43484757	1
chr2	135390583	135390938	chr2:135390583-135390938	.	.	135390583	135390938	0	1	355	135390582	1
chr3	79549352	79549529	chr3:79549352-79549529	.	.	79549352	79549529	0	1	177	79549345	1
chr1	36604900	36604960	chr1:36604900-36604960	.	.	36604900	36604960	0	1	60	36604897	1
chr5	75256869	75257221	chr5:75256869-75257221	.	.	75256869	75257221	0	1	352	75256862	1
chr3	20926379	20926510	chr3:20926379-20926510	.	.	20926379	20926510	0	1	131	20926377	1
chr17	36697809	36697921	chr17:36697809-36697921	.	.	36697809	36697921	0	1	112	36697806	1
chr2	10712439	10712779	chr2:10712439-10712779	.	.	10712439	10712779	0	1	340	10712438	1
chr3	139049273	139049541	chr3:139049273-139049541	.	.	139049273	139049541	0	1	268	139049272	1
chr13	24559945	24560312	chr13:24559945-24560312	.	.	24559945	24560312	0	1	367	24559943	1
chr1	35332529	35332900	chr1:35332529-35332900	.	.	35332529	35332900	0	1	371	35332526	1
chr17	30259982	30260297	chr17:30259982-30260297	.	.	30259982	30260297	0	1	315	30259979	1
chr1	125197382	125197760	chr1:125197382-125197760	.	.	125197382	125197760	0	1	378	125197381	1
chr9	110273486	110273670	chr9:110273486-110273670	.	.	110273486	110273670	0	1	184	110273485	1
chr8	68554203	68554524	chr8:68554203-68554524	.	.	68554203	68554524	0	1	321	68554197	1
chr14	59182672	59183042	chr14:59182672-59183042	.	.	59182672	59183042	0	1	370	59182667	1
chr3	98101014	98101308	chr3:98101014-98101308	.	.	98101014	98101308	0	1	294	98101005	1
chr14	8628467	8628556	chr14:8628467-8628556	.	.	8628467	8628556	0	1	89	8628459	1
chr9	116111388	116111695	chr9:116111388-116111695	.	.	116111388	116111695	0	1	307	116111387	1
chr10	67405314	67405656	chr10:67405314-67405656	.	.	67405314	67405656	0	1	342	67405308	1
chr10	69793170	69793385	chr10:69793170-69793385	.	.	69793170	69793385	0	1	215	69793164	1
chr1	55129862	55130115	chr1:55129862-55130115	.	.	55129862	55130115	0	1	253	55129857	1
chr8	54582946	54583220	chr8:54582946-54583220	.	.	54582946	54583220	0	1	274	54582941	1
chr3	66164424	66164721	chr3:66164424-66164721	.	.	66164424	66164721	0	1	297	66164418	1
chr18	21144241	21144388	chr18:21144241-21144388	.	.	21144241	21144388	0	1	147	21144239	1
chr7	137492633	137492923	chr7:137492633-137492923	.	.	137492633	137492923	0	1	290	137492632	1
chr16	85538409	85538603	chr16:85538409-85538603	.	.	85538409	85538603	0	1	194	85538401	1
chr9	9207538	9207872	chr9:9207538-9207872	.	.	9207538	9207872	0	1	334	9207529	1
chr3	145906287	145906565	chr3:145906287-145906565	.	.	145906287	145906565	0	1	278	145906286	1
chr19	59252743	59252904	chr19:59252743-59252904	.	.	59252743	59252904	0	1	161	59252738	1
chr8	108206061	108206412	chr8:108206061-108206412	.	.	108206061	108206412	0	1	351	108206060	1
chr2	14770632	14770943	chr2:14770632-14770943	.	.	14770632	14770943	0	1	311	14770631	1
chr1	92306160	92306494	chr1:92306160-92306494	.	.	92306160	92306494	0	1	334	92306151	1
chr5	130740901	130741211	chr5:130740901-130741211	.	.	130740901	130741211	0	1	310	130740900	1
chr4	45329544	45329660	chr4:45329544-45329660	.	.	45329544	45329660	0	1	116	45329540	1
chr8	46651813	46652140	chr8:46651813-46652140	.	.	46651813	46652140	0	1	327	46651809	1
chr1	188559014	188559307	chr1:188559014-188559307	.	.	188559014	188559307	0	1	293	188559013	1
chr3	93535287	93535411	chr3:93535287-93535411	.	.	93535287	93535411	0	1	124	93535278	1
chr1	181645138	181645458	chr1:181645138-181645458	.	.	181645138	181645458	0	1	320	181645137	1
chr2	27649751	27649958	chr2:27649751-27649958	.	.	27649751	27649958	0	1	207	27649749	1
chr3	149547222	149547519	chr3:149547222-149547519	.	.	149547222	149547519	0	1	297	149547221	1
chr18	43477934	43478233	chr18:43477934-43478233	.	.	43477934	43478233	0	1	299	43477930	1
chr17	45335079	45335217	chr17:45335079-45335217	.	.	45335079	45335217	0	1	138	45335075	1
chr4	47188665	47189023	chr4:47188665-47189023	.	.	47188665	47189023	0	1	358	47188661	1
chr3	33866435	33866774	chr3:33866435-33866774	.	.	33866435	33866774	0	1	339	33866432	1
chr9	96869588	96869777	chr9:96869588-96869777	.	.	96869588	96869777	0	1	189	96869579	1
chr5	133802230	133802301	chr5:133802230-133802301	.	.	133802230	133802301	0	1	71	133802229	1
chr6	148332084	148332392	chr6:148332084-148332392	.	.	148332084	148332392	0	1	308	148332083	1
chr2	161102225	161102534	chr2:161102225-161102534	.	.	161102225	161102534	0	1	309	161102224	1
chr12	102062934	102063283	chr12:102062934-102063283	.	.	102062934	102063283	0	1	349	102062933	1
chr10	67145735	67145990	chr10:67145735-67145990	.	.	67145735	67145990	0	1	255	67145729	1
chr13	12356039	12356391	chr13:12356039-12356391	.	.	12356039	12356391	0	1	352	12356038	1
chr2	146814915	146815213	chr2:146814915-146815213	.	.	146814915	146815213	0	1	298	146814914	1
chr1	120498196	120498514	chr1:120498196-120498514	.	.	120498196	120498514	0	1	318	120498195	1
chr4	55288240	55288598	chr4:55288240-55288598	.	.	55288240	55288598	0	1	358	55288235	1
chr13	8644038	8644324	chr13:8644038-8644324	.	.	8644038	8644324	0	1	286	8644030	1
chr18	13123244	13123584	chr18:13123244-13123584	.	.	13123244	13123584	0	1	340	13123243	1
chr8	54226920	54227263	chr8:54226920-54227263	.	.	54226920	54227263	0	1	343	54226915	1
chr15	37679411	37679747	chr15:37679411-37679747	.	.	37679411	37679747	0	1	336	37679408	1
chr13	96771960	96772281	chr13:96771960-96772281	.	.	96771960	96772281	0	1	321	96771951	1
chr4	102329187	102329252	chr4:102329187-102329252	.	.	102329187	102329252	0	1	65	102329186	1
chr10	89452065	89452383	chr10:89452065-89452383	.	.	89452065	89452383	0	1	318	89452057	1
chr1	70279352	70279652	chr1:70279352-70279652	.	.	70279352	70279652	0	1	300	70279345	1
chr9	62318860	62319082	chr9:62318860-62319082	.	.	62318860	62319082	0	1	222	62318854	1
chr14	60610265	60610552	chr14:60610265-60610552	.	.	60610265	60610552	0	1	287	60610259	1
chr4	15046281	15046656	chr4:15046281-15046656	.	.	15046281	15046656	0	1	375	15046280	1
chr13	16132386	16132463	chr13:16132386-16132463	.	.	16132386	16132463	0	1	77	16132385	1
chr5	18088187	18088472	chr5:18088187-18088472	.	.	18088187	18088472	0	1	285	18088186	1
chr8	125093414	125093772	chr8:125093414-125093772	.	.	125093414	125093772	0	1	358	125093413	1
chr16	92315962	92316254	chr16:92315962-92316254	.	.	92315962	92316254	0	1	292	92315953	1
chr12	105904052	105904292	chr12:105904052-105904292	.	.	105904052	105904292	0	1	240	105904051	1
chr18	7638721	7639079	chr18:7638721-7639079	.	.	7638721	7639079	0	1	358	7638714	1
chr4	15684677	15684995	chr4:15684677-15684995	.	.	15684677	15684995	0	1	318	15684676	1
chr5	11177575	11177723	chr5:11177575-11177723	.	.	11177575	11177723	0	1	148	11177574	1
chrX	158183458	158183810	chrX:158183458-158183810	.	.	158183458	158183810	0	1	352	158183457	1
chr12	12619576	12619933	chr12:12619576-12619933	.	.	12619576	12619933	0	1	357	12619575	1
chr12	24723411	24723619	chr12:24723411-24723619	.	.	24723411	24723619	0	1	208	24723409	1
chr14	75873211	75873355	chr14:75873211-75873355	.	.	75873211	75873355	0	1	144	75873204	1
chr1	63458184	63458451	chr1:63458184-63458451	.	.	63458184	63458451	0	1	267	63458178	1
chr1	126906976	126907318	chr1:126906976-126907318	.	.	126906976	126907318	0	1	342	126906975	1
chr7	93136108	93136409	chr7:93136108-93136409	.	.	93136108	93136409	0	1	301	93136099	1
chr8	125820661	125821006	chr8:125820661-125821006	.	.	125820661	125821006	0	1	345	125820660	1
chr18	84229189	84229413	chr18:84229189-84229413	.	.	84229189	84229413	0	1	224	84229181	1
chr11	87263760	87264044	chr11:87263760-87264044	.	.	87263760	87264044	0	1	284	87263752	1
chr16	96743237	96743381	chr16:96743237-96743381	.	.	96743237	96743381	0	1	144	96743228	1
chr10	29739017	29739364	chr10:29739017-29739364	.	.	29739017	29739364	0	1	347	29739015	1
chr3	143280712	143281000	chr3:143280712-143281000	.	.	143280712	143281000	0	1	288	143280711	1
chr1	118678046	118678399	chr1:118678046-118678399	.	.	118678046	118678399	0	1	353	118678045	1
chr6	138172758	138173077	chr6:138172758-138173077	.	.	138172758	138173077	0	1	319	138172757	1
chr2	102084238	102084416	chr2:102084238-102084416	.	.	102084238	102084416	0	1	178	102084237	1
chr15	68249913	68250222	chr15:68249913-68250222	.	.	68249913	68250222	0	1	309	68249907	1
chr12	68183975	68184146	chr12:68183975-68184146	.	.	68183975	68184146	0	1	171	68183969	1
chr17	67912724	67913055	chr17:67912724-67913055	.	.	67912724	67913055	0	1	331	67912718	1
chr12	57865150	57865478	chr12:57865150-57865478	.	.	57865150	57865478	0	1	328	57865145	1
chr8	113906467	113906773	chr8:113906467-113906773	.	.	113906467	113906773	0	1	306	113906466	1
chr3	69456176	69456458	chr3:69456176-69456458	.	.	69456176	69456458	0	1	282	69456170	1
chr8	11600370	11600685	chr8:11600370-11600685	.	.	11600370	11600685	0	1	315	11600369	1
chr12	32220803	32221113	chr12:32220803-32221113	.	.	32220803	32221113	0	1	310	32220800	1
chr10	8619351	8619606	chr10:8619351-8619606	.	.	8619351	8619606	0	1	255	8619343	1
chr14	55272661	55272993	chr14:55272661-55272993	.	.	55272661	55272993	0	1	332	55272656	1
chr3	32121828	32122138	chr3:32121828-32122138	.	.	32121828	32122138	0	1	310	32121825	1
chr9	50292342	50292702	chr9:50292342-50292702	.	.	50292342	50292702	0	1	360	50292337	1
chr6	77599434	77599774	chr6:77599434-77599774	.	.	77599434	77599774	0	1	340	77599427	1
chr14	58382575	58382865	chr14:58382575-58382865	.	.	58382575	58382865	0	1	290	58382570	1
chr8	32104545	32104862	chr8:32104545-32104862	.	.	32104545	32104862	0	1	317	32104542	1
chrX	142517896	142518212	chrX:142517896-142518212	.	.	142517896	142518212	0	1	316	142517895	1
chr4	119887986	119888355	chr4:119887986-119888355	.	.	119887986	119888355	0	1	369	119887985	1
chr9	16283179	16283468	chr9:16283179-16283468	.	.	16283179	16283468	0	1	289	16283178	1
chr16	84799773	84800093	chr16:84799773-84800093	.	.	84799773	84800093	0	1	320	84799765	1
chr12	68892038	68892366	chr12:68892038-68892366	.	.	68892038	68892366	0	1	328	68892032	1
chr3	156170089	156170423	chr3:156170089-156170423	.	.	156170089	156170423	0	1	334	156170088	1
chr3	66407203	66407531	chr3:66407203-66407531	.	.	66407203	66407531	0	1	328	66407197	1
chr1	161812068	161812382	chr1:161812068-161812382	.	.	161812068	161812382	0	1	314	161812067	1
chr1	31377326	31377670	chr1:31377326-31377670	.	.	31377326	31377670	0	1	344	31377323	1
chr8	115018537	115018877	chr8:115018537-115018877	.	.	115018537	115018877	0	1	340	115018536	1
chr8	11116303	11116628	chr8:11116303-11116628	.	.	11116303	11116628	0	1	325	11116302	1
chr15	12842733	12843126	chr15:12842733-12843126	.	.	12842733	12843126	0	1	393	12842732	1
chr10	118816751	118816899	chr10:118816751-118816899	.	.	118816751	118816899	0	1	148	118816750	1
chr2	117517478	117517688	chr2:117517478-117517688	.	.	117517478	117517688	0	1	210	117517477	1
chr2	125217340	125217681	chr2:125217340-125217681	.	.	125217340	125217681	0	1	341	125217339	1
chr15	73906811	73906883	chr15:73906811-73906883	.	.	73906811	73906883	0	1	72	73906804	1
chr16	28870492	28870851	chr16:28870492-28870851	.	.	28870492	28870851	0	1	359	28870490	1
chr14	76323153	76323497	chr14:76323153-76323497	.	.	76323153	76323497	0	1	344	76323146	1
chr4	36531057	36531284	chr4:36531057-36531284	.	.	36531057	36531284	0	1	227	36531054	1
chr4	34172011	34172374	chr4:34172011-34172374	.	.	34172011	34172374	0	1	363	34172008	1
chr19	27112221	27112586	chr19:27112221-27112586	.	.	27112221	27112586	0	1	365	27112219	1
chr14	33650852	33651174	chr14:33650852-33651174	.	.	33650852	33651174	0	1	322	33650849	1
chr7	70136852	70137164	chr7:70136852-70137164	.	.	70136852	70137164	0	1	312	70136845	1
chr18	23093981	23094275	chr18:23093981-23094275	.	.	23093981	23094275	0	1	294	23093979	1
chr4	77183738	77184087	chr4:77183738-77184087	.	.	77183738	77184087	0	1	349	77183731	1
chr13	59940103	59940428	chr13:59940103-59940428	.	.	59940103	59940428	0	1	325	59940098	1
chr15	68647992	68648295	chr15:68647992-68648295	.	.	68647992	68648295	0	1	303	68647986	1
chr8	118274745	118275135	chr8:118274745-118275135	.	.	118274745	118275135	0	1	390	118274744	1
chr10	100625341	100625590	chr10:100625341-100625590	.	.	100625341	100625590	0	1	249	100625340	1
chr5	85155080	85155429	chr5:85155080-85155429	.	.	85155080	85155429	0	1	349	85155072	1
chr1	54333546	54333711	chr1:54333546-54333711	.	.	54333546	54333711	0	1	165	54333541	1
chr7	134698561	134698915	chr7:134698561-134698915	.	.	134698561	134698915	0	1	354	134698560	1
chr18	55344090	55344225	chr18:55344090-55344225	.	.	55344090	55344225	0	1	135	55344085	1
chr5	84480913	84481243	chr5:84480913-84481243	.	.	84480913	84481243	0	1	330	84480905	1
chr16	74648521	74648596	chr16:74648521-74648596	.	.	74648521	74648596	0	1	75	74648514	1
chr14	58492383	58492709	chr14:58492383-58492709	.	.	58492383	58492709	0	1	326	58492378	1
chrX	51295244	51295426	chrX:51295244-51295426	.	.	51295244	51295426	0	1	182	51295239	1
