name	branch_color
chr3_152987494-152987844|ORR1E	k_1
chr6_121231750-121231996|ORR1E	k_1
chr16_45372469-45372815|ORR1E	k_1
chr13_41179771-41180034|ORR1E	k_1
chr9_42208540-42208894|ORR1E	k_1
chr5_74862244-74862568|ORR1E	k_1
chr1_39530134-39530389|ORR1E	k_1
chr14_16378138-16378455|ORR1E	k_1
chr5_130247821-130248164|ORR1E	k_1
chr11_94314880-94315210|ORR1E	k_1
chr1_105964567-105964885|ORR1E	k_1
chr2_33856860-33856925|ORR1E	k_1
chr10_50738030-50738201|ORR1E	k_1
chr6_148263117-148263342|ORR1E	k_1
chr5_81539445-81539621|ORR1E	k_1
chr8_73099567-73099897|ORR1E	k_1
chr10_5854435-5854798|ORR1E	k_1
chr17_11128892-11129249|ORR1E	k_1
chr18_17530536-17530839|ORR1E	k_1
chr17_14724765-14725054|ORR1E	k_1
chr12_119511015-119511363|ORR1E	k_1
chr12_40599339-40599641|ORR1E	k_1
chr2_148642431-148642777|ORR1E	k_1
chr16_34285891-34286175|ORR1E	k_1
chr5_100056102-100056169|ORR1E	k_1
chr7_75213688-75213902|ORR1E	k_1
chr15_37787341-37787687|ORR1E	k_1
chr12_102319880-102320292|ORR1E	k_1
chr7_31164757-31165074|ORR1E	k_1
chr3_116615642-116615971|ORR1E	k_1
chr8_26350655-26350982|ORR1E	k_1
chr16_85422809-85423152|ORR1E	k_1
chr14_33467876-33468200|ORR1E	k_1
chr18_56606914-56607234|ORR1E	k_1
chr11_40251014-40251352|ORR1E	k_1
chr8_110181254-110181539|ORR1E	k_1
chr15_69705774-69706141|ORR1E	k_1
chr9_100741843-100742191|ORR1E	k_1
chr14_74219059-74219429|ORR1E	k_1
chr16_50327368-50327655|ORR1E	k_1
chr2_156857090-156857467|ORR1E	k_1
chr3_60947501-60947843|ORR1E	k_1
chr13_44939744-44939978|ORR1E	k_1
chr8_60871411-60871724|ORR1E	k_1
chr13_35805101-35805468|ORR1E	k_1
chr14_60398338-60398671|ORR1E	k_1
chr14_62193363-62193700|ORR1E	k_1
chr1_165020927-165021229|ORR1E	k_1
chr2_3185330-3185586|ORR1E	k_1
chr7_122317565-122317902|ORR1E	k_1
chr2_5812524-5812584|ORR1E	k_1
chr5_114991591-114991836|ORR1E	k_1
chr13_59940103-59940428|ORR1E	k_1
chr6_17652045-17652360|ORR1E	k_1
chr13_28842795-28843132|ORR1E	k_1
chr14_99416952-99417262|ORR1E	k_1
chr14_74721966-74722263|ORR1E	k_1
chr7_131419774-131420085|ORR1E	k_1
chr12_54196898-54197228|ORR1E	k_1
chr9_104339142-104339473|ORR1E	k_1
chr12_99455662-99456026|ORR1E	k_1
chr6_112588093-112588431|ORR1E	k_1
chr8_126163402-126163613|ORR1E	k_1
chr2_112566411-112566698|ORR1E	k_1
chr1_13608401-13608694|ORR1E	k_1
chr17_81538308-81538598|ORR1E	k_1
chr1_36282244-36282601|ORR1E	k_1
chr5_106673784-106674049|ORR1E	k_1
chr8_46651813-46652140|ORR1E	k_1
chr1_63458184-63458451|ORR1E	k_1
chr11_55084713-55084973|ORR1E	k_1
chr2_158189521-158189837|ORR1E	k_1
chrX_11725091-11725304|ORR1E	k_1
chr10_75105919-75106191|ORR1E	k_1
chr12_79226880-79227211|ORR1E	k_1
chr6_89110248-89110553|ORR1E	k_1
chr11_18149252-18149477|ORR1E	k_1
chr8_114124080-114124415|ORR1E	k_1
chr3_30880762-30881105|ORR1E	k_1
chr13_8733235-8733324|ORR1E	k_1
chr13_99539489-99539659|ORR1E	k_1
chr1_64253569-64253897|ORR1E	k_1
chr12_77208211-77208507|ORR1E	k_1
chr15_84388931-84389169|ORR1E	k_1
chr9_118387790-118388074|ORR1E	k_1
chr5_125361073-125361276|ORR1E	k_1
chr10_118816751-118816899|ORR1E	k_1
chr5_143334250-143334439|ORR1E	k_1
chr12_27941240-27941306|ORR1E	k_1
chr8_90822457-90822550|ORR1E	k_1
chr16_32976103-32976246|ORR1E	k_1
chr12_40536456-40536557|ORR1E	k_1
chr4_35165857-35166171|ORR1E	k_1
chr12_91095522-91095865|ORR1E	k_1
chr1_64328930-64329257|ORR1E	k_1
chr2_132035599-132035882|ORR1E	k_1
chr16_4920594-4920893|ORR1E	k_1
chr1_52679127-52679508|ORR1E	k_1
chr15_83073451-83073692|ORR1E	k_1
chr15_64179133-64179256|ORR1E	k_1
chr15_98514542-98514779|ORR1E	k_1
chr1_188559014-188559307|ORR1E	k_1
chr6_143114650-143114956|ORR1E	k_1
chr10_43137030-43137357|ORR1E	k_1
chr5_31467684-31468039|ORR1E	k_1
chr13_41900252-41900572|ORR1E	k_1
chr6_135215073-135215303|ORR1E	k_1
chr17_57359878-57360149|ORR1E	k_1
chr2_52686165-52686479|ORR1E	k_1
chr10_60341553-60341750|ORR1E	k_1
chr17_36697809-36697921|ORR1E	k_1
chr9_45351073-45351335|ORR1E	k_1
chr8_122247691-122248019|ORR1E	k_1
chr11_121734141-121734407|ORR1E	k_1
chr17_35994356-35994458|ORR1E	k_1
chr14_27232394-27232735|ORR1E	k_1
chr15_31126159-31126488|ORR1E	k_1
chr5_64385828-64386142|ORR1E	k_1
chr14_121354036-121354318|ORR1E	k_1
chr3_103690625-103690843|ORR1E	k_1
chr8_11337794-11338144|ORR1E	k_1
chr9_123595229-123595568|ORR1E	k_1
chr10_68233412-68233691|ORR1E	k_1
chr5_119885538-119885865|ORR1E	k_1
chr10_11354736-11354978|ORR1E	k_1
chr16_94069496-94069832|ORR1E	k_1
chr10_99986719-99987025|ORR1E	k_1
chr8_127836926-127837226|ORR1E	k_1
chr12_32220803-32221113|ORR1E	k_1
chr17_51512394-51512674|ORR1E	k_1
chr7_139684727-139684850|ORR1E	k_1
chr3_9440970-9441204|ORR1E	k_1
chr18_68692564-68692757|ORR1E	k_1
chr18_82716796-82717188|ORR1E	k_1
chr13_19386068-19386339|ORR1E	k_1
chrX_104474320-104474644|ORR1E	k_1
chr5_107201047-107201344|ORR1E	k_1
chr6_128467253-128467600|ORR1E	k_1
chr13_25158992-25159285|ORR1E	k_1
chr15_39919321-39919600|ORR1E	k_1
chr16_11429807-11430152|ORR1E	k_1
chr7_134301215-134301572|ORR1E	k_1
chr8_10076158-10076436|ORR1E	k_1
chr1_63987167-63987516|ORR1E	k_1
chr19_32025792-32026033|ORR1E	k_1
chr17_86435608-86435913|ORR1E	k_1
chr16_24578734-24579030|ORR1E	k_1
chr3_139049273-139049541|ORR1E	k_1
chr18_43477934-43478233|ORR1E	k_1
chr13_70373116-70373317|ORR1E	k_1
chr3_6280641-6280902|ORR1E	k_1
chr13_46256102-46256439|ORR1E	k_1
chr3_68969212-68969484|ORR1E	k_1
chr14_56655142-56655450|ORR1E	k_1
chr11_72782141-72782497|ORR1E	k_1
chr6_91448510-91448803|ORR1E	k_1
chr15_63982850-63983148|ORR1E	k_1
chr10_95690808-95691101|ORR1E	k_1
chr12_104062023-104062304|ORR1E	k_1
chr1_118440582-118440993|ORR1E	k_2
chr9_95035542-95035840|ORR1E	k_2
chr7_131469523-131469846|ORR1E	k_2
chr11_10957654-10958016|ORR1E	k_2
chr6_52424503-52424836|ORR1E	k_2
chr14_96357628-96357798|ORR1E	k_2
chr12_98078337-98078679|ORR1E	k_2
chr17_52468359-52468700|ORR1E	k_2
chr4_47188665-47189023|ORR1E	k_2
chr2_163284019-163284070|ORR1E	k_2
chr2_17951976-17952347|ORR1E	k_2
chr3_63941303-63941652|ORR1E	k_2
chr19_16342111-16342415|ORR1E	k_2
chr2_137906424-137906736|ORR1E	k_2
chr4_122886493-122886685|ORR1E	k_2
chr3_66210126-66210361|ORR1E	k_2
chr7_145183327-145183601|ORR1E	k_2
chr2_80676965-80677327|ORR1E	k_2
chr7_13296944-13297284|ORR1E	k_2
chr1_6481286-6481637|ORR1E	k_2
chr14_112487765-112488106|ORR1E	k_2
chr1_123719830-123720142|ORR1E	k_2
chr6_35597967-35598327|ORR1E	k_2
chr3_33866435-33866774|ORR1E	k_2
chr6_143104318-143104692|ORR1E	k_2
chr12_100170290-100170592|ORR1E	k_2
chr15_59705455-59705794|ORR1E	k_2
chr15_52934403-52934728|ORR1E	k_2
chr7_145124188-145124557|ORR1E	k_2
chr3_50758145-50758473|ORR1E	k_2
chr10_66859034-66859311|ORR1E	k_2
chr2_102652117-102652422|ORR1E	k_2
chr8_54226920-54227263|ORR1E	k_2
chr9_31808757-31809080|ORR1E	k_2
chr10_42068490-42068776|ORR1E	k_2
chr6_122538222-122538555|ORR1E	k_2
chr1_88217536-88217881|ORR1E	k_2
chr9_72082171-72082486|ORR1E	k_2
chr3_143888967-143889316|ORR1E	k_2
chr8_126654582-126654919|ORR1E	k_2
chr1_54527303-54527659|ORR1E	k_2
chr13_107368378-107368701|ORR1E	k_2
chr18_11230992-11231278|ORR1E	k_2
chr12_8868295-8868609|ORR1E	k_2
chr5_115091769-115092105|ORR1E	k_2
chr10_75836043-75836244|ORR1E	k_2
chr16_94536757-94536813|ORR1E	k_2
chr16_5611272-5611601|ORR1E	k_2
chr9_100463801-100464144|ORR1E	k_2
chr6_12125005-12125323|ORR1E	k_2
chr6_146006102-146006448|ORR1E	k_2
chr12_15935345-15935687|ORR1E	k_2
chr5_38255791-38256144|ORR1E	k_2
chr14_10941551-10941859|ORR1E	k_2
chr3_8637215-8637442|ORR1E	k_2
chr2_13192099-13192447|ORR1E	k_2
chr5_107186395-107186687|ORR1E	k_2
chr13_96664248-96664535|ORR1E	k_2
chr18_78296097-78296224|ORR1E	k_2
chr2_60133140-60133463|ORR1E	k_2
chr12_17430605-17430895|ORR1E	k_2
chr5_149538580-149538904|ORR1E	k_2
chr2_132587462-132587539|ORR1E	k_2
chr6_145972750-145973089|ORR1E	k_2
chr11_91604985-91605350|ORR1E	k_2
chr10_27548384-27548716|ORR1E	k_2
chr5_11177575-11177723|ORR1E	k_2
chr17_45335079-45335217|ORR1E	k_2
chr2_3123639-3124008|ORR1E	k_2
chr8_11138384-11138669|ORR1E	k_2
chr8_125820661-125821006|ORR1E	k_2
chr9_50292342-50292702|ORR1E	k_2
chr3_98101014-98101308|ORR1E	k_2
chr3_146277403-146277720|ORR1E	k_2
chr6_134403005-134403163|ORR1E	k_2
chr16_45623293-45623635|ORR1E	k_2
chr6_120454868-120454979|ORR1E	k_2
chr3_101533793-101534023|ORR1E	k_2
chr12_33098350-33098735|ORR1E	k_2
chr6_14062761-14063121|ORR1E	k_2
chr14_21214342-21214674|ORR1E	k_2
chr11_32474885-32475000|ORR1E	k_2
chr7_145129997-145130103|ORR1E	k_2
chr12_85575002-85575300|ORR1E	k_2
chr6_135710598-135710930|ORR1E	k_2
chr6_140204385-140204674|ORR1E	k_2
chr14_71259918-71260276|ORR1E	k_2
chr6_142261424-142261707|ORR1E	k_2
chr6_105487733-105488053|ORR1E	k_2
chr3_152907939-152908038|ORR1E	k_2
chr9_40960336-40960623|ORR1E	k_2
chr1_136099149-136099477|ORR1E	k_2
chr9_115801918-115802255|ORR1E	k_2
chr4_98204081-98204415|ORR1E	k_2
chr13_24559945-24560312|ORR1E	k_2
chr14_122812339-122812471|ORR1E	k_2
chr19_32406852-32406988|ORR1E	k_2
chr4_125124901-125125100|ORR1E	k_2
chr6_112933991-112934304|ORR1E	k_2
chr3_32121828-32122138|ORR1E	k_2
chr5_52249969-52250224|ORR1E	k_2
chr19_17152525-17152765|ORR1E	k_2
chr1_92306160-92306494|ORR1E	k_2
chr7_113872945-113873157|ORR1E	k_2
chr14_55338139-55338391|ORR1E	k_2
chr6_134171296-134171639|ORR1E	k_2
chr4_125893175-125893470|ORR1E	k_2
chr16_3895433-3895684|ORR1E	k_2
chr18_14200188-14200403|ORR1E	k_2
chr12_85227916-85228019|ORR1E	k_2
chr18_11217042-11217262|ORR1E	k_2
chr10_25031735-25032059|ORR1E	k_2
chr4_53451986-53452284|ORR1E	k_2
chr9_121059506-121059681|ORR1E	k_2
chr7_34632926-34633198|ORR1E	k_2
chr13_20372132-20372404|ORR1E	k_2
chr6_7940404-7940482|ORR1E	k_2
chr18_7649918-7650082|ORR1E	k_2
chr8_68257649-68258008|ORR1E	k_2
chr6_118327575-118327776|ORR1E	k_2
chr7_118079992-118080313|ORR1E	k_2
chr19_24611695-24611997|ORR1E	k_2
chr5_133802230-133802301|ORR1E	k_2
chr13_108056938-108057295|ORR1E	k_2
chr12_3804115-3804385|ORR1E	k_2
chr7_34680127-34680460|ORR1E	k_2
chr11_117174898-117175205|ORR1E	k_2
chr13_30972175-30972494|ORR1E	k_2
chr13_37620397-37620541|ORR1E	k_2
chr7_83541820-83542087|ORR1E	k_2
chr8_11093706-11093926|ORR1E	k_2
chr1_168546020-168546271|ORR1E	k_2
chr10_19141614-19141774|ORR1E	k_2
chr14_103088719-103089034|ORR1E	k_2
chr17_67912724-67913055|ORR1E	k_2
chr13_32076889-32077111|ORR1E	k_2
chr5_97009700-97010025|ORR1E	k_2
chr15_50512835-50513187|ORR1E	k_2
chr8_64413762-64414010|ORR1E	k_2
chr18_78285221-78285571|ORR1E	k_2
chrX_13798856-13798994|ORR1E	k_2
chr2_27649751-27649958|ORR1E	k_2
chr13_95316541-95316841|ORR1E	k_2
chr10_83910688-83910940|ORR1E	k_2
chr2_84064445-84064803|ORR1E	k_2
chr7_49152873-49153159|ORR1E	k_2
chr4_119887986-119888355|ORR1E	k_2
chr5_53503604-53503969|ORR1E	k_2
chr16_18727898-18728198|ORR1E	k_2
chr1_163697271-163697467|ORR1E	k_2
chr6_135266255-135266454|ORR1E	k_2
chr7_34117904-34118252|ORR1E	k_2
chr13_55895720-55895933|ORR1E	k_2
chr2_5515796-5516116|ORR1E	k_2
chr12_15846266-15846415|ORR1E	k_2
chr3_137853346-137853614|ORR1E	k_2
chr1_59943856-59944150|ORR1E	k_2
chr5_123089062-123089201|ORR1E	k_2
chr7_30698244-30698464|ORR1E	k_2
chr9_120342322-120342667|ORR1E	k_2
chr12_66031705-66031991|ORR1E	k_2
chr14_78865747-78866034|ORR1E	k_2
chr1_155956567-155956908|ORR1E	k_2
chr17_29076019-29076290|ORR1E	k_2
chr5_84480913-84481243|ORR1E	k_2
chr5_136949636-136949706|ORR1E	k_2
chr15_4012572-4012792|ORR1E	k_2
chr16_93109878-93109988|ORR1E	k_2
chr18_20789650-20789885|ORR1E	k_2
chr6_30230253-30230535|ORR1E	k_2
chr18_89088892-89089255|ORR1E	k_2
chr2_19320305-19320392|ORR1E	k_2
chr3_149452329-149452623|ORR1E	k_2
chr1_191520616-191520925|ORR1E	k_2
chr7_38028624-38028949|ORR1E	k_2
chr11_70079945-70080163|ORR1E	k_2
chr18_79263139-79263460|ORR1E	k_2
chr6_134957891-134958206|ORR1E	k_2
chr5_74148669-74148970|ORR1E	k_2
chr1_189792191-189792477|ORR1E	k_2
chr16_84812190-84812536|ORR1E	k_2
chr18_82834733-82835118|ORR1E	k_2
chr4_120692802-120693143|ORR1E	k_2
chr4_134998031-134998382|ORR1E	k_2
chr19_53296352-53296663|ORR1E	k_2
chr6_127419997-127420338|ORR1E	k_2
chr8_78630275-78630482|ORR1E	k_2
chr8_107146264-107146388|ORR1E	k_2
chr2_148393209-148393330|ORR1E	k_2
chr5_73761395-73761618|ORR1E	k_2
chr3_104274214-104274459|ORR1E	k_2
chr1_119859613-119859931|ORR1E	k_2
chr7_113187949-113188274|ORR1E	k_2
chr3_49874207-49874539|ORR1E	k_2
chrX_167359670-167360012|ORR1E	k_2
chr9_59280969-59281315|ORR1E	k_3
chr10_115567874-115568177|ORR1E	k_3
chrX_48680618-48680980|ORR1E	k_3
chr1_168478762-168479131|ORR1E	k_3
chr5_111668013-111668289|ORR1E	k_3
chr11_61381363-61381647|ORR1E	k_3
chr8_74505344-74505701|ORR1E	k_3
chr15_68066437-68066726|ORR1E	k_3
chr9_115740091-115740399|ORR1E	k_3
chr10_60442453-60442764|ORR1E	k_3
chr1_184101832-184101959|ORR1E	k_3
chr9_52263864-52264187|ORR1E	k_3
chr7_46184325-46184603|ORR1E	k_3
chr17_5784794-5785078|ORR1E	k_3
chr10_19614363-19614609|ORR1E	k_3
chr5_125136981-125137258|ORR1E	k_3
chr1_61084699-61085051|ORR1E	k_3
chr10_111771029-111771423|ORR1E	k_3
chr19_58784241-58784505|ORR1E	k_3
chr8_125093414-125093772|ORR1E	k_3
chr2_178718209-178718453|ORR1E	k_3
chr16_92160950-92161252|ORR1E	k_3
chr6_37181582-37181770|ORR1E	k_3
chr7_137492633-137492923|ORR1E	k_3
chr1_55129862-55130115|ORR1E	k_3
chr5_96923651-96923966|ORR1E	k_3
chr1_177316473-177316632|ORR1E	k_3
chr10_61318578-61318807|ORR1E	k_3
chr3_148246937-148247262|ORR1E	k_3
chr12_41065800-41066041|ORR1E	k_3
chr11_51805720-51805851|ORR1E	k_3
chr8_84297839-84297940|ORR1E	k_3
chr16_45179379-45179722|ORR1E	k_3
chr5_64835375-64835663|ORR1E	k_3
chr6_97727903-97728243|ORR1E	k_3
chr9_95092801-95093157|ORR1E	k_3
chr2_48225576-48225914|ORR1E	k_3
chr5_77173799-77174112|ORR1E	k_3
chr11_22477054-22477180|ORR1E	k_3
chr12_40136608-40136703|ORR1E	k_3
chr2_94486320-94486439|ORR1E	k_3
chr4_99100065-99100208|ORR1E	k_3
chr4_56979438-56979716|ORR1E	k_3
chr8_88544770-88544996|ORR1E	k_3
chr5_45303805-45304030|ORR1E	k_3
chr6_53351190-53351540|ORR1E	k_3
chr3_134153614-134153953|ORR1E	k_3
chr5_134105839-134106245|ORR1E	k_3
chr17_70551832-70552187|ORR1E	k_3
chr7_76353508-76353767|ORR1E	k_3
chr8_114114972-114115264|ORR1E	k_3
chr8_107830311-107830594|ORR1E	k_3
chr6_146079450-146079717|ORR1E	k_3
chr13_30636531-30636725|ORR1E	k_3
chr8_35508456-35508695|ORR1E	k_3
chr6_120455029-120455091|ORR1E	k_3
chr12_107380703-107381023|ORR1E	k_3
chr16_8385667-8385962|ORR1E	k_3
chr2_60809675-60809971|ORR1E	k_3
chr2_76123833-76123946|ORR1E	k_3
chr8_22079330-22079692|ORR1E	k_3
chr13_40979312-40979631|ORR1E	k_3
chr3_101942322-101942650|ORR1E	k_3
chr11_79258759-79259062|ORR1E	k_3
chr4_132617106-132617440|ORR1E	k_3
chr3_22016927-22017240|ORR1E	k_3
chr14_30907986-30908317|ORR1E	k_3
chr2_166446615-166446781|ORR1E	k_3
chr18_13367315-13367444|ORR1E	k_3
chr2_166754314-166754643|ORR1E	k_3
chr7_34125761-34126088|ORR1E	k_3
chr10_7122459-7122813|ORR1E	k_3
chr9_15664186-15664499|ORR1E	k_3
chr9_101552846-101553147|ORR1E	k_3
chr1_39061366-39061588|ORR1E	k_3
chrX_96178521-96178859|ORR1E	k_3
chr14_22183353-22183690|ORR1E	k_3
chr2_125217340-125217681|ORR1E	k_3
chr2_168980827-168980967|ORR1E	k_3
chr9_13742699-13742829|ORR1E	k_3
chr2_169515272-169515591|ORR1E	k_3
chr16_37874857-37875074|ORR1E	k_3
chr11_32126070-32126229|ORR1E	k_3
chr16_11727913-11728264|ORR1E	k_3
chr6_115433436-115433757|ORR1E	k_3
chr8_71591455-71591571|ORR1E	k_3
chr16_92315962-92316254|ORR1E	k_3
chr17_87958320-87958518|ORR1E	k_3
chr13_7103400-7103662|ORR1E	k_3
chr15_73906811-73906883|ORR1E	k_3
chr16_7685434-7685770|ORR1E	k_3
chr13_12356039-12356391|ORR1E	k_3
chr7_67356000-67356323|ORR1E	k_3
chr1_40295612-40295819|ORR1E	k_3
chr4_101280127-101280438|ORR1E	k_3
chr7_114740827-114741063|ORR1E	k_3
chr14_21950256-21950474|ORR1E	k_3
chr18_24135383-24135682|ORR1E	k_3
chr12_32161129-32161444|ORR1E	k_3
chr3_84848963-84849118|ORR1E	k_3
chr2_172827636-172827742|ORR1E	k_3
chr5_136449743-136450015|ORR1E	k_3
chr2_101569341-101569584|ORR1E	k_3
chr13_8644038-8644324|ORR1E	k_3
chr8_73289554-73289844|ORR1E	k_3
chr9_71798374-71798464|ORR1E	k_3
chr10_95300344-95300646|ORR1E	k_3
chr2_160605255-160605424|ORR1E	k_3
chr18_32292852-32292970|ORR1E	k_3
chr10_89521863-89521940|ORR1E	k_3
chr4_102329187-102329252|ORR1E	k_3
chr13_57838674-57838948|ORR1E	k_3
chr15_97663908-97664201|ORR1E	k_3
chr2_101991752-101992123|ORR1E	k_3
chr14_119666637-119666991|ORR1E	k_3
chr9_122230630-122230867|ORR1E	k_3
chr13_14110460-14110778|ORR1E	k_3
chr13_37189592-37189869|ORR1E	k_3
chr5_137141290-137141477|ORR1E	k_3
chr5_116113586-116113678|ORR1E	k_3
chr17_73305747-73306098|ORR1E	k_3
chr8_10872219-10872348|ORR1E	k_3
chr14_120583881-120584064|ORR1E	k_3
chr1_21618761-21619097|ORR1E	k_3
chr16_84799773-84800093|ORR1E	k_3
chr14_76868903-76869234|ORR1E	k_3
chr4_95481821-95482163|ORR1E	k_3
chr8_68830948-68831222|ORR1E	k_3
chr1_181645138-181645458|ORR1E	k_3
chr16_5537645-5537962|ORR1E	k_3
chr18_82856524-82856888|ORR1E	k_3
chr19_56400443-56400563|ORR1E	k_3
chr4_109610320-109610501|ORR1E	k_3
chr8_26477154-26477497|ORR1E	k_3
chr8_125531676-125531996|ORR1E	k_3
chr2_70784547-70784843|ORR1E	k_3
chr2_127300686-127301018|ORR1E	k_3
chr6_33119412-33119621|ORR1E	k_3
chr16_5370707-5370816|ORR1E	k_3
chr11_82836001-82836321|ORR1E	k_3
chr16_32650932-32651187|ORR1E	k_3
chr5_50022687-50023026|ORR1E	k_3
chr6_136421230-136421542|ORR1E	k_3
chr7_34849764-34850062|ORR1E	k_3
chr2_148336685-148337054|ORR1E	k_3
chr10_118778675-118778990|ORR1E	k_3
chr9_35323662-35323980|ORR1E	k_3
chr15_51870929-51871266|ORR1E	k_3
chr18_42000178-42000455|ORR1E	k_3
chrX_167015770-167015851|ORR1E	k_3
chr6_118276106-118276430|ORR1E	k_3
chr12_16829948-16830031|ORR1E	k_3
chr13_60644666-60644967|ORR1E	k_3
chr10_68995072-68995383|ORR1E	k_3
chr11_55145724-55145998|ORR1E	k_3
chr12_12619576-12619933|ORR1E	k_3
chr4_105943868-105944017|ORR1E	k_3
chr18_77127204-77127268|ORR1E	k_3
chr10_18050270-18050565|ORR1E	k_3
chr9_88721990-88722080|ORR1E	k_3
chr9_89209034-89209124|ORR1E	k_3
chr2_11664343-11664678|ORR1E	k_3
chr8_125427296-125427454|ORR1E	k_3
chr12_65189283-65189577|ORR1E	k_3
chr14_59155757-59156045|ORR1E	k_3
chr2_5367048-5367260|ORR1E	k_3
chr13_18773299-18773607|ORR1E	k_3
chr15_29824195-29824364|ORR1E	k_3
chr5_127511820-127511923|ORR1E	k_3
chr2_168359181-168359482|ORR1E	k_3
chr3_38129210-38129445|ORR1E	k_3
chr10_94658848-94658946|ORR1E	k_4
chr17_57145125-57145203|ORR1E	k_4
chr18_20564201-20564280|ORR1E	k_4
chrX_50789666-50789986|ORR1E	k_4
chr9_23335050-23335399|ORR1E	k_4
chr6_88861150-88861506|ORR1E	k_4
chr17_17637402-17637722|ORR1E	k_4
chr4_106290085-106290429|ORR1E	k_4
chr2_35240473-35240790|ORR1E	k_4
chr6_8703696-8704049|ORR1E	k_4
chr15_68192421-68192712|ORR1E	k_4
chr14_19862051-19862372|ORR1E	k_4
chr2_72635941-72636279|ORR1E	k_4
chr7_84643628-84643942|ORR1E	k_4
chr3_104643746-104644078|ORR1E	k_4
chr10_8807545-8807867|ORR1E	k_4
chr9_22694095-22694441|ORR1E	k_4
chr12_68892038-68892366|ORR1E	k_4
chr4_5240933-5241230|ORR1E	k_4
chr18_54936814-54937165|ORR1E	k_4
chr4_47580614-47580911|ORR1E	k_4
chr13_38286149-38286431|ORR1E	k_4
chr6_146674481-146674804|ORR1E	k_4
chr6_127956457-127956793|ORR1E	k_4
chr15_12570421-12570722|ORR1E	k_4
chr8_11114119-11114467|ORR1E	k_4
chr2_124784660-124784976|ORR1E	k_4
chr6_146077464-146077748|ORR1E	k_4
chr2_10712439-10712779|ORR1E	k_4
chr2_109318880-109319160|ORR1E	k_4
chr11_88430189-88430540|ORR1E	k_4
chr13_32655730-32655993|ORR1E	k_4
chr10_69793170-69793385|ORR1E	k_4
chr4_106243654-106243844|ORR1E	k_4
chr1_57906652-57907000|ORR1E	k_4
chr6_65842657-65842960|ORR1E	k_4
chr18_6199112-6199391|ORR1E	k_4
chr19_8642084-8642430|ORR1E	k_4
chr8_96970430-96970772|ORR1E	k_4
chr14_118371215-118371519|ORR1E	k_4
chr15_59762357-59762677|ORR1E	k_4
chr9_70949351-70949690|ORR1E	k_4
chr6_92580593-92580897|ORR1E	k_4
chr13_6624602-6624954|ORR1E	k_4
chr7_115449111-115449455|ORR1E	k_4
chr17_31891712-31891796|ORR1E	k_4
chr6_146313528-146313849|ORR1E	k_4
chr6_74359779-74360036|ORR1E	k_4
chr7_111676054-111676388|ORR1E	k_4
chr1_30851921-30852251|ORR1E	k_4
chr14_15272405-15272714|ORR1E	k_4
chr18_44876959-44877309|ORR1E	k_4
chr16_60269099-60269453|ORR1E	k_4
chr1_178182215-178182555|ORR1E	k_4
chr13_20762907-20763028|ORR1E	k_4
chr13_26920685-26921034|ORR1E	k_4
chr13_17755022-17755344|ORR1E	k_4
chr10_62491800-62491884|ORR1E	k_4
chr17_79157930-79158143|ORR1E	k_4
chr2_166097566-166097723|ORR1E	k_4
