name	branch_color
chr6_119621555-119621855|ORR1D2	k_1
chr6_31948643-31948985|ORR1D2	k_1
chr4_153731502-153731782|ORR1D2	k_1
chrX_95525148-95525392|ORR1D2	k_1
chr6_97856622-97856921|ORR1D2	k_1
chr8_121030732-121031076|ORR1D2	k_1
chr4_47346439-47346764|ORR1D2	k_1
chr2_59623852-59624156|ORR1D2	k_1
chr1_95397302-95397661|ORR1D2	k_1
chr12_59079868-59080130|ORR1D2	k_1
chr8_10839199-10839283|ORR1D2	k_1
chr12_25394476-25394782|ORR1D2	k_1
chr17_72996703-72996789|ORR1D2	k_1
chr12_104000842-104001012|ORR1D2	k_1
chr3_104830312-104830569|ORR1D2	k_1
chr12_106348016-106348205|ORR1D2	k_1
chr12_99431166-99431246|ORR1D2	k_1
chr4_83288517-83288890|ORR1D2	k_1
chr1_11229599-11229789|ORR1D2	k_1
chr10_25036744-25037276|ORR1D2	k_1
chr4_106314323-106314497|ORR1D2	k_1
chr5_100728774-100729044|ORR1D2	k_1
chr2_35225264-35225593|ORR1D2	k_1
chr16_34682006-34682154|ORR1D2	k_1
chr18_47044887-47044960|ORR1D2	k_1
chr5_27687433-27687792|ORR1D2	k_1
chr17_44174622-44174959|ORR1D2	k_1
chr16_48299863-48300170|ORR1D2	k_1
chr4_9133813-9134139|ORR1D2	k_1
chr11_59633211-59633529|ORR1D2	k_1
chr17_44060800-44061168|ORR1D2	k_1
chr7_97724019-97724240|ORR1D2	k_1
chr6_114905270-114905562|ORR1D2	k_1
chrX_12563243-12563590|ORR1D2	k_1
chr2_79621434-79621778|ORR1D2	k_1
chr13_95884031-95884398|ORR1D2	k_1
chr5_107960740-107961071|ORR1D2	k_1
chr7_143037212-143037562|ORR1D2	k_1
chr15_59397327-59397661|ORR1D2	k_1
chr12_21090386-21090728|ORR1D2	k_1
chr12_90944811-90945104|ORR1D2	k_1
chr5_64769556-64769763|ORR1D2	k_1
chr8_46400637-46400971|ORR1D2	k_1
chr10_24823587-24823923|ORR1D2	k_1
chr8_125600005-125600278|ORR1D2	k_1
chr9_50363409-50363606|ORR1D2	k_1
chr7_39643290-39643611|ORR1D2	k_1
chr15_84692604-84692947|ORR1D2	k_1
chr18_12625729-12626047|ORR1D2	k_1
chr12_81839869-81840082|ORR1D2	k_1
chr9_83471405-83471754|ORR1D2	k_1
chr6_37636493-37636693|ORR1D2	k_1
chr11_39042839-39043028|ORR1D2	k_1
chr18_73709585-73709940|ORR1D2	k_1
chr3_81649360-81649781|ORR1D2	k_1
chr2_154111167-154111389|ORR1D2	k_1
chr7_30898497-30898580|ORR1D2	k_1
chr8_105481604-105481927|ORR1D2	k_1
chr13_29792087-29792427|ORR1D2	k_1
chr4_55355880-55356090|ORR1D2	k_1
chr3_89490718-89491051|ORR1D2	k_1
chr7_36197748-36198106|ORR1D2	k_1
chr4_45610481-45610893|ORR1D2	k_1
chr15_37575108-37575473|ORR1D2	k_1
chr16_14354802-14355139|ORR1D2	k_1
chr7_96975981-96976343|ORR1D2	k_1
chr12_102621249-102621596|ORR1D2	k_1
chr5_133654112-133654373|ORR1D2	k_1
chr16_95737568-95737744|ORR1D2	k_1
chr14_87249332-87249606|ORR1D2	k_1
chr7_46739083-46739428|ORR1D2	k_1
chr4_36339462-36339818|ORR1D2	k_1
chr1_184027200-184027393|ORR1D2	k_1
chr13_101883217-101883450|ORR1D2	k_1
chr2_49472728-49473092|ORR1D2	k_1
chr4_59589853-59590187|ORR1D2	k_1
chr19_20875902-20876280|ORR1D2	k_1
chr16_12312887-12313046|ORR1D2	k_1
chr10_96328486-96328803|ORR1D2	k_1
chr8_106415963-106416043|ORR1D2	k_1
chr13_41097709-41097845|ORR1D2	k_1
chr13_56334432-56334702|ORR1D2	k_1
chr5_5333886-5334168|ORR1D2	k_1
chr1_86465999-86466170|ORR1D2	k_1
chr19_57522031-57522156|ORR1D2	k_1
chr2_174162883-174163228|ORR1D2	k_1
chr17_79115514-79115786|ORR1D2	k_1
chr16_17461588-17461896|ORR1D2	k_1
chrX_151942532-151942716|ORR1D2	k_1
chr15_102388659-102388936|ORR1D2	k_1
chr11_8759931-8760107|ORR1D2	k_1
chr7_128197734-128198080|ORR1D2	k_1
chr11_116712021-116712176|ORR1D2	k_1
chr2_65391401-65391619|ORR1D2	k_1
chr11_87336690-87336842|ORR1D2	k_1
chr19_17157442-17157508|ORR1D2	k_1
chr19_56240271-56240602|ORR1D2	k_1
chr13_7074802-7075090|ORR1D2	k_1
chr9_77820191-77820381|ORR1D2	k_1
chr19_21895567-21895906|ORR1D2	k_1
chr5_99488763-99489111|ORR1D2	k_1
chr13_91253440-91253795|ORR1D2	k_1
chr5_63747573-63747927|ORR1D2	k_1
chr10_45650098-45650450|ORR1D2	k_1
chr2_17671730-17671975|ORR1D2	k_1
chr1_123761243-123761631|ORR1D2	k_1
chr10_86790879-86791228|ORR1D2	k_1
chr8_61478245-61478633|ORR1D2	k_1
chr5_75480274-75480617|ORR1D2	k_1
chr13_63394432-63394699|ORR1D2	k_1
chr5_46032238-46032553|ORR1D2	k_1
chr13_112016399-112016766|ORR1D2	k_1
chr3_98071202-98071521|ORR1D2	k_1
chr1_66884396-66884711|ORR1D2	k_1
chr8_33681983-33682302|ORR1D2	k_1
chr5_47483010-47483350|ORR1D2	k_1
chr13_17827326-17827664|ORR1D2	k_1
chr18_53421119-53421446|ORR1D2	k_1
chr6_148427654-148427953|ORR1D2	k_1
chr19_57494026-57494329|ORR1D2	k_1
chr13_5880732-5881092|ORR1D2	k_1
chr4_56204182-56204511|ORR1D2	k_1
chr15_41575189-41575520|ORR1D2	k_1
chr8_105499851-105500193|ORR1D2	k_1
chr9_14006444-14006686|ORR1D2	k_1
chr3_144167319-144167657|ORR1D2	k_1
chr6_76339581-76339900|ORR1D2	k_1
chr16_22915549-22915678|ORR1D2	k_1
chr4_88726846-88727048|ORR1D2	k_1
chr13_44952283-44952619|ORR1D2	k_1
chr15_36476165-36476362|ORR1D2	k_1
chr16_20265582-20265837|ORR1D2	k_1
chr5_133666675-133666729|ORR1D2	k_1
chr8_69188947-69189162|ORR1D2	k_1
chr18_62186356-62186662|ORR1D2	k_1
chr16_60941890-60942192|ORR1D2	k_1
chr4_99471253-99471594|ORR1D2	k_1
chr6_135450838-135450929|ORR1D2	k_1
chrX_85868077-85868296|ORR1D2	k_1
chr10_42087295-42087590|ORR1D2	k_1
chr2_102219059-102219385|ORR1D2	k_1
chr6_43633027-43633327|ORR1D2	k_1
chr5_53505351-53505604|ORR1D2	k_1
chr8_90356818-90357108|ORR1D2	k_1
chr13_37958979-37959275|ORR1D2	k_1
chr9_57429106-57429462|ORR1D2	k_1
chr11_88244021-88244327|ORR1D2	k_1
chr6_47323303-47323668|ORR1D2	k_1
chr8_34654726-34655046|ORR1D2	k_1
chr10_53355388-53355668|ORR1D2	k_1
chr3_153372383-153372711|ORR1D2	k_1
chr18_25390664-25390932|ORR1D2	k_1
chr9_77671081-77671430|ORR1D2	k_1
chr14_120955416-120955674|ORR1D2	k_1
chr16_13340114-13340428|ORR1D2	k_1
chr1_151861252-151861571|ORR1D2	k_1
chr3_82207263-82207612|ORR1D2	k_1
chr10_97201832-97202154|ORR1D2	k_1
chrX_95436102-95436401|ORR1D2	k_1
chr3_99853489-99853802|ORR1D2	k_1
chr5_88790835-88791029|ORR1D2	k_1
chr17_57407799-57408210|ORR1D2	k_1
chr14_94068722-94068888|ORR1D2	k_1
chr1_170901751-170901949|ORR1D2	k_1
chr8_35627142-35627209|ORR1D2	k_1
chr11_68554010-68554152|ORR1D2	k_1
chr13_34678157-34678530|ORR1D2	k_1
chr15_98969652-98969987|ORR1D2	k_1
chr6_41854962-41855187|ORR1D2	k_1
chr13_73793086-73793414|ORR1D2	k_1
chr3_104258408-104258768|ORR1D2	k_1
chr4_87922170-87922428|ORR1D2	k_1
chr18_74551317-74551573|ORR1D2	k_1
chr16_65496065-65496393|ORR1D2	k_1
chr10_37618650-37618978|ORR1D2	k_2
chr3_131048225-131048539|ORR1D2	k_2
chr11_61470883-61471201|ORR1D2	k_2
chr16_94245951-94246284|ORR1D2	k_2
chr3_149464615-149464948|ORR1D2	k_2
chr13_80974576-80974787|ORR1D2	k_2
chr7_43258997-43259192|ORR1D2	k_2
chr1_95059722-95060056|ORR1D2	k_2
chr9_48532312-48532530|ORR1D2	k_2
chr18_80544401-80544650|ORR1D2	k_2
chr2_178475330-178475660|ORR1D2	k_2
chr1_91027017-91027336|ORR1D2	k_2
chr11_109203854-109203912|ORR1D2	k_2
chr4_40666369-40666637|ORR1D2	k_2
chr1_35765732-35766087|ORR1D2	k_2
chr14_25685040-25685358|ORR1D2	k_2
chr10_125370054-125370389|ORR1D2	k_2
chr2_32719476-32719557|ORR1D2	k_2
chr8_86780798-86781017|ORR1D2	k_2
chr10_5558851-5559180|ORR1D2	k_2
chr6_66951725-66952058|ORR1D2	k_2
chr1_154058138-154058198|ORR1D2	k_2
chr19_21068722-21068939|ORR1D2	k_2
chr15_96497733-96498042|ORR1D2	k_2
chr8_33990058-33990438|ORR1D2	k_2
chr5_91957157-91957475|ORR1D2	k_2
chr1_85861444-85861700|ORR1D2	k_2
chrX_163594861-163595044|ORR1D2	k_2
chr12_8527798-8528154|ORR1D2	k_2
chr10_123004550-123004867|ORR1D2	k_2
chr14_56599029-56599365|ORR1D2	k_2
chr3_129452601-129452955|ORR1D2	k_2
chr5_144972758-144972930|ORR1D2	k_2
chr14_14080597-14080892|ORR1D2	k_2
chr5_146916718-146917080|ORR1D2	k_2
chr9_121301073-121301326|ORR1D2	k_2
chr14_51077378-51077688|ORR1D2	k_2
chr18_81404785-81405149|ORR1D2	k_2
chr4_59260804-59261096|ORR1D2	k_2
chr1_38794591-38794862|ORR1D2	k_2
chr3_133518866-133519179|ORR1D2	k_2
chr11_16623819-16624150|ORR1D2	k_2
chr3_101778970-101779227|ORR1D2	k_2
chr1_43110470-43110811|ORR1D2	k_2
chr8_22423307-22423577|ORR1D2	k_2
chr5_25447130-25447409|ORR1D2	k_2
chr4_154234579-154234806|ORR1D2	k_2
chr1_74833748-74834088|ORR1D2	k_2
chr17_47120483-47120724|ORR1D2	k_2
chr17_3383784-3384072|ORR1D2	k_2
chr9_99016822-99017108|ORR1D2	k_2
chr11_61103027-61103344|ORR1D2	k_2
chr4_83576400-83576707|ORR1D2	k_2
chr6_134498222-134498566|ORR1D2	k_2
chr7_136255682-136255927|ORR1D2	k_2
chr12_83096640-83096998|ORR1D2	k_2
chr17_44129168-44129340|ORR1D2	k_2
chr17_4968928-4969244|ORR1D2	k_2
chr17_31275181-31275541|ORR1D2	k_2
chr12_31561279-31561386|ORR1D2	k_2
chr13_80933274-80933398|ORR1D2	k_2
chr9_62825932-62826234|ORR1D2	k_2
chr13_34354858-34355206|ORR1D2	k_2
chr10_12935592-12935951|ORR1D2	k_2
chr4_33758053-33758395|ORR1D2	k_2
chr1_52863844-52864120|ORR1D2	k_2
chr10_42848888-42849117|ORR1D2	k_2
chr5_75389624-75389731|ORR1D2	k_2
chr7_135194181-135194371|ORR1D2	k_2
chr9_22773105-22773465|ORR1D2	k_2
chr15_28584984-28585327|ORR1D2	k_2
chr3_38412056-38412421|ORR1D2	k_2
chr7_98809495-98809849|ORR1D2	k_2
chr18_34138632-34138858|ORR1D2	k_2
chr9_14568643-14568996|ORR1D2	k_2
chr9_21525174-21525486|ORR1D2	k_2
chr1_13223346-13223629|ORR1D2	k_2
chr17_50071622-50071948|ORR1D2	k_2
chr4_117952288-117952569|ORR1D2	k_2
chr4_122815768-122815921|ORR1D2	k_2
chr8_109019536-109019899|ORR1D2	k_2
chr2_178563248-178563602|ORR1D2	k_2
chr6_33322822-33323153|ORR1D2	k_2
chr14_121440935-121441270|ORR1D2	k_2
chr7_128023091-128023420|ORR1D2	k_2
chr5_100991764-100992130|ORR1D2	k_2
chr11_4418305-4418654|ORR1D2	k_2
chr12_52552101-52552427|ORR1D2	k_2
chr2_7026373-7026692|ORR1D2	k_2
chr1_55029002-55029159|ORR1D2	k_2
chr10_70239435-70239656|ORR1D2	k_2
chr13_23910869-23910942|ORR1D2	k_2
chr8_36698557-36698887|ORR1D2	k_2
chr6_59313028-59313169|ORR1D2	k_2
chr12_81839684-81839869|ORR1D2	k_2
chr4_55285775-55286129|ORR1D2	k_2
chr8_127579518-127579881|ORR1D2	k_2
chr9_99216208-99216546|ORR1D2	k_2
chr12_76045663-76045991|ORR1D2	k_2
chr10_4484995-4485268|ORR1D2	k_2
chr4_133928911-133929256|ORR1D2	k_2
chr13_46339950-46340376|ORR1D2	k_2
chr13_113548972-113549210|ORR1D2	k_2
chr15_25314411-25314780|ORR1D2	k_2
chr5_142374422-142374713|ORR1D2	k_2
chr16_94241249-94241562|ORR1D2	k_2
chr6_54117488-54117621|ORR1D2	k_2
chr6_39056386-39056734|ORR1D2	k_2
chr5_105839863-105840238|ORR1D2	k_2
chr13_5938050-5938365|ORR1D2	k_2
chr1_136325839-136326137|ORR1D2	k_2
chr5_151201746-151202106|ORR1D2	k_2
chr2_73247164-73247522|ORR1D2	k_2
chr17_48148666-48148986|ORR1D2	k_2
chr17_48170470-48170789|ORR1D2	k_2
chr2_172274688-172275004|ORR1D2	k_2
chr15_38477043-38477375|ORR1D2	k_2
chr4_109439131-109439367|ORR1D2	k_2
chr9_32155614-32155723|ORR1D2	k_2
chr17_32939970-32940299|ORR1D2	k_2
chr5_64801117-64801456|ORR1D2	k_2
chr2_132867630-132867915|ORR1D2	k_2
chr12_76614826-76615173|ORR1D2	k_2
chr1_66861068-66861353|ORR1D2	k_2
chr14_117869596-117869983|ORR1D2	k_2
chr17_51937844-51938009|ORR1D2	k_2
chrX_168338211-168338575|ORR1D2	k_2
chr7_119012763-119013106|ORR1D2	k_2
chrX_134898463-134898867|ORR1D2	k_2
chr10_13913823-13914190|ORR1D2	k_2
chr2_61052406-61052734|ORR1D2	k_2
chr8_8704678-8705007|ORR1D2	k_2
chr8_85115347-85115695|ORR1D2	k_2
chr16_33894611-33894840|ORR1D2	k_2
chr3_124806946-124807280|ORR1D2	k_2
chr6_58893324-58893659|ORR1D2	k_2
chr1_193444354-193444548|ORR1D2	k_2
chr9_115358484-115358906|ORR1D2	k_2
chr6_17790093-17790426|ORR1D2	k_2
chr6_29987292-29987574|ORR1D2	k_2
chr18_76021513-76021853|ORR1D2	k_2
chr2_53844043-53844383|ORR1D2	k_2
chr5_150282224-150282556|ORR1D2	k_2
chr3_86928018-86928389|ORR1D2	k_2
chr17_17604702-17604868|ORR1D2	k_2
chr18_53311999-53312251|ORR1D2	k_2
chr7_46523367-46523568|ORR1D2	k_2
chr1_59755257-59755617|ORR1D2	k_2
chr3_86025431-86025621|ORR1D2	k_2
chr6_31415274-31415563|ORR1D2	k_2
chr15_96655523-96655774|ORR1D2	k_2
chr17_84204151-84204436|ORR1D2	k_2
chr7_40769535-40769885|ORR1D2	k_2
chr5_149446602-149446837|ORR1D2	k_2
chr11_117414096-117414414|ORR1D2	k_2
chr5_19818431-19818772|ORR1D2	k_2
chr4_137345842-137346174|ORR1D2	k_2
chr14_48383212-48383386|ORR1D2	k_2
chr7_144991791-144991918|ORR1D2	k_2
chr10_100777200-100777550|ORR1D2	k_2
chr13_111031955-111032226|ORR1D2	k_2
chr1_36138235-36138528|ORR1D2	k_2
chr14_65067850-65068173|ORR1D2	k_2
chr13_97272136-97272500|ORR1D2	k_2
chr3_38529971-38530271|ORR1D2	k_2
chr5_20941308-20941611|ORR1D2	k_2
chr5_66121432-66121750|ORR1D2	k_2
chr12_80839061-80839386|ORR1D2	k_2
chr8_8707913-8708234|ORR1D2	k_2
chr4_147953625-147953861|ORR1D2	k_2
chr13_6119743-6120088|ORR1D2	k_2
chr13_97095626-97095967|ORR1D2	k_2
chr15_83569586-83569939|ORR1D2	k_3
chr18_5127149-5127512|ORR1D2	k_3
chr5_27131986-27132343|ORR1D2	k_3
chr9_118722951-118723303|ORR1D2	k_3
chr16_30485200-30485546|ORR1D2	k_3
chr19_12736789-12737164|ORR1D2	k_3
chr12_112400886-112401221|ORR1D2	k_3
chr1_80153381-80153712|ORR1D2	k_3
chr13_90108087-90108353|ORR1D2	k_3
chr18_83695548-83695805|ORR1D2	k_3
chr6_123319762-123320103|ORR1D2	k_3
chr18_26863971-26864340|ORR1D2	k_3
chr7_75392674-75392858|ORR1D2	k_3
chr1_13593568-13593757|ORR1D2	k_3
chr14_45685683-45685995|ORR1D2	k_3
chr16_65568804-65569113|ORR1D2	k_3
chr11_7562092-7562466|ORR1D2	k_3
chr13_37114989-37115264|ORR1D2	k_3
chr2_75495934-75496273|ORR1D2	k_3
chr4_84389252-84389596|ORR1D2	k_3
chr6_108910881-108911189|ORR1D2	k_3
chr17_8902038-8902213|ORR1D2	k_3
chr10_107624107-107624426|ORR1D2	k_3
chr6_80289801-80290163|ORR1D2	k_3
chr16_64685795-64686122|ORR1D2	k_3
chr16_91780827-91781150|ORR1D2	k_3
chr17_47096887-47097176|ORR1D2	k_3
chr4_82617342-82617685|ORR1D2	k_3
chr7_99532009-99532189|ORR1D2	k_3
chr12_111332538-111332843|ORR1D2	k_3
chr2_104446010-104446352|ORR1D2	k_3
chr5_64762319-64762668|ORR1D2	k_3
chr4_62795447-62795774|ORR1D2	k_3
chr5_90961465-90961762|ORR1D2	k_3
chr16_57399501-57399866|ORR1D2	k_3
chr2_120422452-120422802|ORR1D2	k_3
chr10_88739865-88740200|ORR1D2	k_3
chr2_65248009-65248327|ORR1D2	k_3
chr10_116557189-116557499|ORR1D2	k_3
chr12_98954742-98955086|ORR1D2	k_3
chr1_125383087-125383246|ORR1D2	k_3
chr18_15283744-15284084|ORR1D2	k_3
chr11_11498228-11498543|ORR1D2	k_3
chr16_90187652-90187974|ORR1D2	k_3
chr10_8973886-8974245|ORR1D2	k_3
chr2_73160910-73161276|ORR1D2	k_3
chr1_128797911-128798307|ORR1D2	k_3
chr7_127670687-127670919|ORR1D2	k_3
chrX_101917728-101918091|ORR1D2	k_3
chr14_61242734-61243065|ORR1D2	k_3
chr15_96736707-96737048|ORR1D2	k_3
chr8_22728771-22729119|ORR1D2	k_3
chr9_94594741-94595094|ORR1D2	k_3
chr5_100775397-100775724|ORR1D2	k_3
chr13_30625583-30625903|ORR1D2	k_3
chr19_18614223-18614562|ORR1D2	k_3
chr10_5224582-5224839|ORR1D2	k_3
chr13_29744395-29744526|ORR1D2	k_3
chr8_32907124-32907356|ORR1D2	k_3
chr16_29391170-29391508|ORR1D2	k_3
chr1_37146048-37146265|ORR1D2	k_3
chr15_55626472-55626683|ORR1D2	k_3
chr2_131530563-131530876|ORR1D2	k_3
chr1_183397269-183397580|ORR1D2	k_3
chr13_9415009-9415394|ORR1D2	k_3
chrX_23718306-23718638|ORR1D2	k_3
chr6_35432242-35432590|ORR1D2	k_3
chr14_69029781-69029906|ORR1D2	k_3
chr11_23168561-23168908|ORR1D2	k_3
chr7_63930104-63930448|ORR1D2	k_3
chr7_122314806-122315130|ORR1D2	k_3
chr8_83859594-83859930|ORR1D2	k_3
chr15_38660168-38660405|ORR1D2	k_3
chr13_60594286-60594609|ORR1D2	k_3
chr16_16150777-16150981|ORR1D2	k_3
chr2_130851986-130852059|ORR1D2	k_3
chr5_148844826-148845178|ORR1D2	k_3
chr18_54233327-54233682|ORR1D2	k_3
chr3_135568648-135568951|ORR1D2	k_3
chr18_81429899-81430198|ORR1D2	k_3
chr3_124564250-124564507|ORR1D2	k_3
chr8_115758404-115758709|ORR1D2	k_3
chr11_35716173-35716536|ORR1D2	k_3
chr11_61456889-61457193|ORR1D2	k_3
chr2_48546282-48546647|ORR1D2	k_3
chr1_40052215-40052557|ORR1D2	k_3
chr14_60541736-60541830|ORR1D2	k_3
chr8_45062888-45063253|ORR1D2	k_3
chr12_16056285-16056645|ORR1D2	k_3
chr12_75564162-75564397|ORR1D2	k_3
chr12_25462773-25462969|ORR1D2	k_3
chr5_125745854-125745976|ORR1D2	k_3
chr10_19781318-19781461|ORR1D2	k_3
chr9_31439480-31439682|ORR1D2	k_3
chr1_23923758-23924031|ORR1D2	k_3
chr12_25577772-25578163|ORR1D2	k_3
chr8_85447680-85448022|ORR1D2	k_3
chr11_43755423-43755685|ORR1D2	k_3
chrX_146513351-146513550|ORR1D2	k_3
chr8_17088531-17088869|ORR1D2	k_3
chr12_102945643-102945924|ORR1D2	k_3
chr8_127506336-127506601|ORR1D2	k_3
chr1_105677224-105677579|ORR1D2	k_3
chr12_95053341-95053622|ORR1D2	k_3
chr14_77131433-77131748|ORR1D2	k_3
chr1_152697567-152697645|ORR1D2	k_3
chr14_76013600-76013918|ORR1D2	k_3
chr10_11450111-11450219|ORR1D2	k_3
chr13_46453335-46453742|ORR1D2	k_3
chr15_63959821-63960165|ORR1D2	k_3
chr10_89823825-89824167|ORR1D2	k_3
chr13_102548151-102548479|ORR1D2	k_3
chr3_81112496-81112866|ORR1D2	k_3
chr4_141266157-141266410|ORR1D2	k_3
chr15_94565840-94566185|ORR1D2	k_3
chr18_55362736-55362995|ORR1D2	k_3
chr18_67966992-67967181|ORR1D2	k_3
chr7_139332865-139333198|ORR1D2	k_3
chr19_37725447-37725748|ORR1D2	k_3
chr8_25381392-25381668|ORR1D2	k_3
chr19_42140452-42140772|ORR1D2	k_3
chr16_97533753-97534034|ORR1D2	k_3
chr14_64181395-64181727|ORR1D2	k_3
chr5_149241247-149241516|ORR1D2	k_3
chr4_119464196-119464450|ORR1D2	k_3
chr16_75193461-75193770|ORR1D2	k_3
chr15_96804086-96804320|ORR1D2	k_3
chr5_102272421-102272767|ORR1D2	k_3
chr4_6341118-6341467|ORR1D2	k_3
chr2_4593439-4593862|ORR1D2	k_3
chr9_92614526-92614712|ORR1D2	k_3
chr9_116181786-116182013|ORR1D2	k_4
chr2_33933832-33933908|ORR1D2	k_4
chr3_115750307-115750630|ORR1D2	k_4
chr10_122717591-122717912|ORR1D2	k_4
chr11_52390042-52390380|ORR1D2	k_4
chr7_129814919-129815251|ORR1D2	k_4
chr8_26263139-26263493|ORR1D2	k_4
chr4_58712915-58713222|ORR1D2	k_4
chr13_42076979-42077343|ORR1D2	k_4
chr2_52979584-52979780|ORR1D2	k_4
chr7_28671215-28671461|ORR1D2	k_4
chr4_32305783-32305911|ORR1D2	k_4
chr18_66453488-66453828|ORR1D2	k_4
chrX_134878999-134879349|ORR1D2	k_4
chr8_85450356-85450731|ORR1D2	k_4
chr15_101407941-101408249|ORR1D2	k_4
chr12_71488037-71488380|ORR1D2	k_4
chr7_31089700-31090048|ORR1D2	k_4
chr2_168429576-168429925|ORR1D2	k_4
chr11_109344459-109344549|ORR1D2	k_4
chr14_74847677-74847899|ORR1D2	k_4
chr14_15677558-15677728|ORR1D2	k_4
chr14_121830124-121830467|ORR1D2	k_4
chr3_28183102-28183383|ORR1D2	k_4
chr6_83891339-83891538|ORR1D2	k_4
chr1_6519022-6519343|ORR1D2	k_4
chr15_25545569-25545942|ORR1D2	k_4
chr16_30136899-30137257|ORR1D2	k_4
chr2_146340969-146341333|ORR1D2	k_4
chr1_23720359-23720717|ORR1D2	k_4
chr15_30389273-30389634|ORR1D2	k_4
chr3_84837954-84838301|ORR1D2	k_4
chr5_64840803-64841158|ORR1D2	k_4
chr9_78101011-78101305|ORR1D2	k_4
chr7_71646991-71647325|ORR1D2	k_4
chrX_162501005-162501336|ORR1D2	k_4
chrX_166303837-166304183|ORR1D2	k_4
chr2_103667546-103667898|ORR1D2	k_4
chr6_142862276-142862606|ORR1D2	k_4
chr1_171975467-171975706|ORR1D2	k_4
chr8_35228172-35228473|ORR1D2	k_4
chr16_21689201-21689531|ORR1D2	k_4
chr8_88783785-88784138|ORR1D2	k_4
chr3_146328753-146329110|ORR1D2	k_4
chr16_23934082-23934429|ORR1D2	k_4
chr17_71791163-71791527|ORR1D2	k_4
chr1_156752483-156752846|ORR1D2	k_4
chr14_8127962-8128253|ORR1D2	k_4
chr8_41033379-41033661|ORR1D2	k_4
chr1_180536779-180536840|ORR1D2	k_4
chr16_89887503-89887666|ORR1D2	k_4
chr5_98146923-98147242|ORR1D2	k_4
chr16_85495237-85495605|ORR1D2	k_4
chr16_33657249-33657514|ORR1D2	k_4
chr2_128359173-128359353|ORR1D2	k_4
chr1_53726043-53726382|ORR1D2	k_4
chr1_35971544-35971896|ORR1D2	k_4
chr18_77059978-77060303|ORR1D2	k_4
chr17_31800974-31801322|ORR1D2	k_4
chr8_106232745-106233101|ORR1D2	k_4
chr16_52984063-52984387|ORR1D2	k_4
chr6_40331499-40331835|ORR1D2	k_4
chr11_83560488-83560833|ORR1D2	k_4
chr13_15782626-15782937|ORR1D2	k_4
chr8_107578234-107578481|ORR1D2	k_4
chr6_29311190-29311534|ORR1D2	k_4
chr12_102315534-102315814|ORR1D2	k_4
chr9_83248340-83248669|ORR1D2	k_4
chr13_15323769-15324111|ORR1D2	k_4
chr3_33858935-33859120|ORR1D2	k_4
chr9_24136464-24136677|ORR1D2	k_4
chr11_53096828-53097191|ORR1D2	k_4
chr16_91789765-91790103|ORR1D2	k_4
chr8_88175325-88175520|ORR1D2	k_4
chrX_20771870-20771962|ORR1D2	k_4
chr13_58716855-58716977|ORR1D2	k_4
chr17_68152533-68152775|ORR1D2	k_4
chr9_53741074-53741187|ORR1D2	k_4
chr5_100008311-100008530|ORR1D2	k_4
chr4_48310322-48310548|ORR1D2	k_4
chr1_131561253-131561594|ORR1D2	k_4
chr7_25678082-25678400|ORR1D2	k_4
chr5_23386673-23386834|ORR1D2	k_4
chr2_173469827-173470154|ORR1D2	k_4
chr9_61850923-61851246|ORR1D2	k_4
chr9_65232516-65232761|ORR1D2	k_4
chr1_42878132-42878482|ORR1D2	k_4
chr2_166263460-166263798|ORR1D2	k_4
